time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
41.163000,-0.1422,-0.1002,0.2487,0.303
41.168000,-0.0369,-0.1372,0.2200,0.262
41.173000,0.0566,-0.1013,0.1890,0.222
41.178000,0.1010,-0.0713,0.2418,0.272
41.183000,0.0903,-0.0785,0.2359,0.265
41.188000,0.1443,-0.0737,0.2338,0.284
41.193000,0.2187,-0.0474,0.2448,0.332
41.198000,0.2535,-0.0271,0.2091,0.330
41.203000,0.3184,-0.0164,0.2070,0.380
41.209000,0.3559,-0.0248,0.2036,0.411
41.212000,0.3434,-0.0428,0.1429,0.374
41.219000,0.3166,-0.1003,0.1136,0.351
41.223000,0.2660,-0.0739,0.1442,0.311
41.228000,0.2716,-0.0189,0.1173,0.296
41.233000,0.3203,-0.0370,0.1383,0.351
41.240000,0.3081,-0.0717,0.1342,0.344
41.242000,0.1744,-0.0860,0.0502,0.201
41.247000,0.1091,-0.0837,0.0427,0.144
41.265000,0.0608,-0.0885,0.0568,0.121
41.266000,0.1117,-0.0538,0.1246,0.176
41.268000,0.2691,-0.0109,0.0548,0.275
41.268000,0.3009,-0.0349,0.0127,0.303
41.273000,0.2862,-0.0219,-0.0151,0.287
41.277000,0.2548,0.0282,0.0397,0.259
41.282000,0.2854,0.0520,0.0515,0.295
41.286000,0.2227,0.0207,0.0717,0.235
41.292000,0.1698,-0.0440,0.1194,0.212
41.297000,0.1111,-0.1147,0.1634,0.228
41.302000,0.0634,-0.1326,0.2266,0.270
41.306000,0.0076,-0.0991,0.2874,0.304
41.311000,-0.0196,-0.0704,0.4045,0.411
41.316000,-0.0408,-0.0346,0.5180,0.521
41.322000,-0.1576,-0.0621,0.6199,0.643
41.326000,-0.2013,-0.0884,0.6574,0.693
41.331000,-0.1541,-0.1063,0.6938,0.719
41.344000,-0.0806,-0.1230,0.6911,0.707
41.345000,-0.0440,-0.1264,0.6456,0.659
41.347000,-0.0015,-0.0785,0.5958,0.601
41.376000,0.0673,-0.0377,0.6291,0.634
41.377000,0.1417,-0.0615,0.6090,0.628
41.377000,0.1501,-0.1223,0.6455,0.674
41.378000,0.0510,-0.1400,0.6454,0.662
41.378000,-0.0958,-0.1672,0.5476,0.580
41.378000,-0.1731,-0.0927,0.5230,0.559
41.380000,-0.2623,-0.0231,0.4844,0.551
41.386000,-0.3204,0.0106,0.3337,0.463
41.390000,-0.4203,0.0240,0.1905,0.462
41.396000,-0.4534,-0.0464,-0.0267,0.457
41.401000,-0.3909,-0.0916,-0.1527,0.430
41.405000,-0.3059,-0.0841,-0.2908,0.430
41.411000,-0.2380,0.0035,-0.4672,0.524
41.416000,-0.1941,0.1149,-0.5074,0.555
41.420000,-0.2017,0.0970,-0.4437,0.497
41.425000,-0.0433,0.0696,-0.3636,0.373
41.430000,0.1578,0.0350,-0.3796,0.413
41.444000,0.2607,-0.0163,-0.4066,0.483
41.445000,0.2523,0.0281,-0.3791,0.456
41.446000,0.2309,0.0377,-0.2167,0.319
41.456000,0.3052,0.0246,-0.1299,0.333
41.457000,0.2981,0.0210,-0.0360,0.301
41.475000,0.2600,-0.0267,0.1233,0.289
41.476000,0.2137,-0.0804,0.1223,0.259
41.477000,0.1735,-0.1102,0.1739,0.269
41.477000,0.1813,-0.1279,0.2231,0.315
41.479000,0.1965,-0.1372,0.3489,0.423
41.485000,0.3396,-0.0975,0.2845,0.454
41.489000,0.5091,-0.0758,0.1691,0.542
41.494000,0.5734,-0.0756,0.1162,0.590
41.500000,0.5768,-0.0360,0.1315,0.593
41.504000,0.6317,-0.0203,0.2094,0.666
41.509000,0.6843,-0.0692,0.1548,0.705
41.514000,0.6484,-0.0750,0.2404,0.696
41.519000,0.5267,-0.0353,0.2629,0.590
41.524000,0.3621,-0.0195,0.3084,0.476
41.529000,0.1857,-0.0217,0.4366,0.475
41.533000,-0.0120,-0.0262,0.5182,0.519
41.539000,-0.2155,-0.0044,0.5463,0.587
41.544000,-0.3936,-0.0340,0.6020,0.720
41.549000,-0.6026,-0.0170,0.6483,0.885
41.561000,-0.7218,-0.0430,0.6158,0.950
41.563000,-0.7691,-0.0701,0.4663,0.902
41.564000,-0.7781,-0.1032,0.2884,0.836
41.596000,-0.6606,-0.1338,0.1943,0.701
41.597000,-0.5098,-0.1405,0.1266,0.544
41.597000,-0.3989,-0.1112,0.0448,0.417
41.598000,-0.3062,-0.0342,0.0252,0.309
41.598000,-0.1589,0.0344,0.0500,0.170
41.598000,-0.0192,-0.0107,0.1479,0.149
41.599000,0.0595,-0.0629,0.1644,0.186
41.604000,0.0638,-0.0707,0.1426,0.172
41.609000,-0.0022,0.0183,0.2048,0.206
41.613000,-0.0479,0.0785,0.2360,0.253
41.618000,-0.1534,0.0430,0.2472,0.294
41.622000,-0.2793,-0.0462,0.2837,0.401
41.628000,-0.4553,-0.0707,0.2761,0.537
41.633000,-0.5584,-0.0210,0.1607,0.581
41.637000,-0.5551,0.0346,0.1531,0.577
41.642000,-0.4778,0.0530,0.0377,0.482
41.647000,-0.4043,0.0152,-0.0453,0.407
41.654000,-0.3394,0.0241,-0.0745,0.348
41.657000,-0.3357,0.0546,-0.1791,0.384
41.663000,-0.3013,0.0814,-0.2433,0.396
41.667000,-0.2455,0.0782,-0.3246,0.414
41.688000,-0.1684,0.0332,-0.4230,0.456
41.689000,-0.0890,0.0395,-0.4667,0.477
41.689000,0.0119,-0.0258,-0.5453,0.546
41.689000,0.0373,-0.0373,-0.6696,0.672
41.691000,0.1620,-0.0549,-0.6949,0.716
41.697000,0.2315,-0.0784,-0.7589,0.797
41.703000,0.3212,-0.0720,-0.7764,0.843
41.707000,0.3368,-0.0262,-0.7177,0.793
41.712000,0.3263,0.0100,-0.5565,0.645
41.717000,0.4476,-0.0114,-0.4593,0.641
41.722000,0.6765,-0.0901,-0.4281,0.806
41.726000,0.9593,-0.0922,-0.3840,1.037
41.731000,1.1511,-0.0812,-0.3449,1.204
41.736000,1.2064,0.0218,-0.2987,1.243
41.741000,1.1098,0.0625,-0.2934,1.150
41.746000,0.9736,0.0458,-0.2667,1.010
41.751000,0.7729,0.0004,-0.1658,0.790
41.756000,0.5557,0.0185,-0.1068,0.566
41.761000,0.2049,0.0497,-0.0730,0.223
41.766000,-0.2050,0.0461,-0.1623,0.266
41.771000,-0.4840,0.0187,-0.1918,0.521
41.777000,-0.5523,0.0128,-0.1928,0.585
41.781000,-0.5514,0.0164,-0.2742,0.616
41.796000,-0.4717,-0.0206,-0.3811,0.607
41.797000,-0.4026,0.0212,-0.5446,0.678
41.798000,-0.3206,0.0797,-0.7670,0.835
41.802000,-0.1816,0.1464,-0.9205,0.950
41.827000,-0.0384,0.2082,-1.0626,1.084
41.828000,0.0874,0.2233,-1.0989,1.125
41.828000,0.1664,0.1976,-1.1069,1.137
41.828000,0.1422,0.0918,-1.1310,1.144
41.829000,0.0546,-0.0019,-1.0685,1.070
41.830000,-0.1169,0.0348,-0.8344,0.843
41.835000,-0.1712,0.0833,-0.3988,0.442
41.840000,-0.1887,0.0553,-0.1135,0.227
41.845000,-0.3128,0.0225,-0.1002,0.329
41.850000,-0.5586,0.1356,-0.0859,0.581
41.855000,-0.6597,0.2665,-0.1316,0.724
41.860000,-0.6151,0.2143,-0.0434,0.653
41.864000,-0.3019,-0.0291,0.0876,0.316
41.870000,0.0957,-0.2818,0.0810,0.308
41.874000,0.3364,-0.2950,0.1402,0.469
41.879000,0.3914,-0.1551,0.1444,0.445
41.884000,0.3887,0.0360,0.1414,0.415
41.889000,0.2509,0.1312,0.1398,0.316
41.894000,0.0091,0.0781,0.0976,0.125
41.899000,-0.1666,0.0382,0.2144,0.274
41.934000,-0.2610,-0.0196,0.3442,0.432
41.935000,-0.3460,-0.1251,0.4680,0.595
41.935000,-0.4834,-0.2053,0.4387,0.684
41.935000,-0.5774,-0.2078,0.4417,0.756
41.935000,-0.5960,-0.1372,0.4938,0.786
41.936000,-0.5012,-0.0321,0.4742,0.691
41.936000,-0.4187,0.0370,0.4368,0.606
41.941000,-0.3700,0.0691,0.4511,0.588
41.945000,-0.4030,0.0497,0.4033,0.572
41.949000,-0.3749,0.0554,0.3820,0.538
41.954000,-0.4258,0.0134,0.3909,0.578
41.958000,-0.4636,-0.0238,0.3941,0.609
41.963000,-0.3988,0.0072,0.3174,0.510
41.969000,-0.2996,0.0048,0.1703,0.345
41.973000,-0.2856,0.0048,0.0928,0.300
41.978000,-0.1725,-0.0395,0.1137,0.210
41.983000,-0.1208,-0.0621,0.0761,0.156
41.988000,-0.1697,-0.0453,0.0924,0.198
41.993000,-0.1409,-0.0392,0.0658,0.160
41.998000,-0.0489,-0.0534,0.0248,0.077
42.005000,-0.0216,-0.0604,0.0413,0.076
42.008000,-0.1033,-0.0136,0.0626,0.121
42.014000,-0.2064,0.0881,0.1078,0.249
42.019000,-0.3290,0.1551,0.0823,0.373
42.024000,-0.4063,0.1264,0.1263,0.444
42.028000,-0.4897,0.0439,0.1356,0.510
42.033000,-0.6605,-0.0014,0.2273,0.699
42.058000,-0.7773,0.0754,0.2446,0.818
42.059000,-0.8143,0.1137,0.1446,0.835
42.059000,-0.6804,0.0899,0.1581,0.704
42.059000,-0.4633,-0.0020,0.0758,0.469
42.060000,-0.3050,-0.1130,0.0484,0.329
42.062000,-0.2199,-0.1197,0.0748,0.261
42.068000,-0.1866,-0.0536,0.0186,0.195
42.072000,-0.2334,0.1034,0.0283,0.257
42.078000,-0.2793,0.1754,0.0498,0.334
42.083000,-0.2418,0.1576,0.1361,0.319
42.087000,-0.2990,0.0621,0.3227,0.444
42.093000,-0.4127,-0.0021,0.4446,0.607
42.097000,-0.5157,0.0438,0.5019,0.721
42.102000,-0.6282,0.1052,0.5485,0.841
42.107000,-0.7431,0.1726,0.6491,1.002
42.112000,-0.7938,0.1622,0.7703,1.118
42.117000,-0.7768,0.0551,0.7555,1.085
42.122000,-0.7625,-0.0255,0.8202,1.120
42.126000,-0.6421,-0.0390,0.8422,1.060
42.131000,-0.4196,0.0086,0.9088,1.001
42.147000,-0.3219,0.0191,0.9724,1.024
42.148000,-0.3657,0.0380,1.1523,1.210
42.149000,-0.4142,0.1252,1.2058,1.281
42.181000,-0.3778,0.0927,1.1031,1.170
42.182000,-0.2481,-0.0282,0.8779,0.913
42.182000,-0.0026,-0.1621,0.6868,0.706
42.182000,0.1914,-0.2946,0.4868,0.600
42.183000,0.2561,-0.2929,0.3915,0.552
42.183000,0.1738,-0.1382,0.2656,0.346
42.183000,0.0757,0.0032,0.2130,0.226
42.188000,0.0885,0.0860,0.2627,0.290
42.191000,0.0088,0.1077,0.3246,0.342
42.195000,-0.1274,0.0686,0.4119,0.437
42.200000,-0.2768,0.1276,0.4684,0.559
42.205000,-0.3961,0.2882,0.4761,0.683
42.211000,-0.5036,0.3972,0.4436,0.780
42.216000,-0.5333,0.4548,0.4282,0.821
42.221000,-0.4328,0.3366,0.2793,0.615
42.225000,-0.2250,0.1588,0.0949,0.291
42.230000,-0.0069,0.1284,0.0195,0.130
42.239000,0.2252,0.1327,-0.1012,0.280
42.240000,0.3352,0.1083,-0.1285,0.375
42.245000,0.3983,0.1139,-0.1081,0.428
42.250000,0.3765,0.1410,-0.0614,0.407
42.261000,0.3068,0.2183,-0.0412,0.379
42.261000,0.2110,0.3649,0.0149,0.422
42.265000,0.1176,0.4325,-0.0606,0.452
42.269000,0.0914,0.4569,-0.1156,0.480
42.274000,0.1034,0.4706,-0.1751,0.513
42.279000,0.1871,0.3910,-0.2392,0.495
42.284000,0.3028,0.2579,-0.3820,0.551
42.290000,0.4110,0.1440,-0.4686,0.640
42.294000,0.5009,0.0806,-0.5174,0.725
42.299000,0.5346,0.1068,-0.5547,0.778
42.304000,0.5561,0.1666,-0.5840,0.823
42.309000,0.5588,0.1999,-0.6424,0.875
42.314000,0.5270,0.1924,-0.7386,0.928
42.319000,0.4740,0.1765,-0.8007,0.947
42.324000,0.4953,0.2204,-0.8348,0.995
42.329000,0.5372,0.2283,-0.9245,1.093
42.334000,0.5256,0.2529,-0.9955,1.154
42.339000,0.5457,0.3012,-1.0716,1.240
42.344000,0.6032,0.3016,-1.1233,1.310
42.349000,0.7172,0.2612,-1.1901,1.414
42.354000,0.7848,0.2280,-1.3078,1.542
42.359000,0.8768,0.2556,-1.4261,1.693
42.364000,0.9848,0.2735,-1.4820,1.800
42.378000,1.0025,0.2099,-1.4874,1.806
42.379000,1.0325,0.1044,-1.4712,1.800
42.379000,1.0284,-0.0238,-1.4286,1.760
42.384000,0.9936,-0.1640,-1.3954,1.721
42.407000,0.9678,-0.2348,-1.3333,1.664
42.408000,1.0152,-0.2470,-1.2640,1.640
42.408000,1.1048,-0.2282,-1.0593,1.548
42.408000,1.2091,-0.2765,-0.8351,1.495
42.409000,1.4116,-0.2925,-0.6856,1.596
42.414000,1.6191,-0.2834,-0.7150,1.792
42.418000,1.6620,-0.2291,-0.7293,1.829
42.423000,1.6735,-0.1224,-0.6735,1.808
42.428000,1.6418,-0.0124,-0.5416,1.729
42.433000,1.4662,0.0520,-0.4387,1.531
42.438000,1.2811,0.0515,-0.2702,1.310
42.442000,1.1079,0.1310,0.0144,1.116
42.447000,0.8940,0.1900,0.2227,0.941
42.452000,0.7253,0.1102,0.3480,0.812
42.457000,0.5717,-0.0999,0.3584,0.682
42.462000,0.3552,-0.2319,0.3310,0.538
42.467000,0.2014,-0.3122,0.2908,0.472
42.475000,0.1159,-0.3398,0.2259,0.424
42.477000,0.1617,-0.3338,0.1174,0.389
42.482000,0.3316,-0.1996,-0.1613,0.419
42.489000,0.4414,-0.0978,-0.5149,0.685
42.492000,0.6163,-0.0271,-0.4928,0.790
42.497000,0.9017,0.0245,-0.4615,1.013
42.502000,1.2270,-0.1498,-0.5406,1.349
42.514000,1.4369,-0.4816,-0.6425,1.646
42.515000,1.5890,-0.8189,-0.7738,1.948
42.516000,1.6761,-0.9968,-0.8700,2.135
42.522000,1.7832,-1.0321,-0.9071,2.251
42.526000,1.9318,-0.8831,-0.9881,2.343
42.531000,2.1397,-0.6016,-1.1153,2.487
42.537000,2.3492,-0.3406,-1.2181,2.668
42.541000,2.5423,-0.1994,-1.3839,2.901
42.546000,2.6748,-0.1623,-1.4659,3.055
42.551000,2.7313,-0.1095,-1.5444,3.140
42.556000,2.7151,-0.0891,-1.5471,3.126
42.561000,2.5784,-0.0709,-1.3996,2.935
42.566000,2.4122,-0.0585,-1.2267,2.707
42.571000,2.1530,-0.0532,-1.0807,2.410
42.576000,1.8679,-0.0704,-0.9519,2.098
42.581000,1.5413,-0.0945,-0.8041,1.741
42.595000,1.2724,-0.1160,-0.5834,1.405
42.597000,1.0911,-0.1419,-0.3581,1.157
42.597000,0.9484,-0.2190,-0.1555,0.986
42.601000,0.7774,-0.3543,0.0200,0.855
42.624000,0.7115,-0.6053,0.2464,0.966
42.625000,0.6394,-0.8737,0.4102,1.158
42.625000,0.5363,-1.0556,0.5188,1.293
42.626000,0.3297,-1.0340,0.5736,1.228
42.626000,-0.0093,-0.8544,0.6119,1.051
42.631000,-0.4019,-0.6199,0.6181,0.963
42.636000,-0.6604,-0.4035,0.5706,0.962
42.640000,-0.8089,-0.2577,0.4983,0.984
42.646000,-0.8177,-0.2385,0.4680,0.972
42.650000,-0.7886,-0.2156,0.3874,0.905
42.655000,-0.7691,-0.2236,0.3462,0.873
42.660000,-0.8344,-0.2627,0.3433,0.940
42.665000,-0.9509,-0.3374,0.3364,1.064
42.670000,-1.1985,-0.4657,0.3031,1.321
42.675000,-1.5183,-0.5305,0.3209,1.640
42.679000,-1.7337,-0.5364,0.2203,1.828
42.685000,-1.7468,-0.5612,0.1570,1.841
42.690000,-1.5135,-0.6577,-0.0298,1.650
42.694000,-1.0563,-0.7886,-0.2362,1.339
42.701000,-0.5557,-0.9315,-0.5009,1.195
42.731000,-0.1466,-1.0709,-0.6644,1.269
42.732000,0.0844,-1.2284,-0.8291,1.484
42.732000,0.1997,-1.3182,-0.9265,1.624
42.733000,0.0999,-1.3044,-1.0033,1.649
42.733000,-0.0968,-1.2276,-1.0287,1.605
42.733000,-0.4189,-1.1539,-1.0170,1.594
42.734000,-0.7106,-0.9934,-0.8618,1.495
42.739000,-0.9518,-0.7703,-0.7866,1.455
42.743000,-1.1177,-0.6626,-0.8638,1.560
42.749000,-1.2013,-0.6989,-1.0024,1.714
42.754000,-1.1715,-0.6388,-1.0293,1.685
42.759000,-1.1409,-0.5384,-1.0927,1.669
42.763000,-0.9880,-0.4347,-1.2371,1.642
42.768000,-0.5809,-0.3502,-1.6604,1.794
42.773000,-0.0521,-0.3222,-2.0850,2.110
42.780000,0.3012,-0.4857,-2.4306,2.497
42.784000,0.4968,-0.6136,-2.2907,2.423
42.789000,0.4780,-0.1708,-1.5827,1.662
42.793000,0.1585,0.7198,-1.0310,1.267
42.798000,-0.2581,1.0813,-0.7051,1.316
42.806000,-0.6040,0.5978,-0.2913,0.898
42.809000,-0.9584,-0.1663,-0.0754,0.976
42.814000,-1.3801,-0.8415,-0.2664,1.638
42.818000,-1.6621,-1.1313,-0.4589,2.062
42.832000,-1.5955,-0.9461,-0.5120,1.924
42.833000,-1.2614,-0.5887,-0.6286,1.527
42.833000,-0.7846,-0.2397,-0.8792,1.203
42.838000,-0.2792,0.0456,-1.1651,1.199
42.842000,0.1082,0.3389,-1.3952,1.440
42.847000,0.4422,0.4895,-1.4984,1.637
42.852000,0.7105,0.5310,-1.5930,1.823
42.857000,0.8852,0.4935,-1.6338,1.923
42.862000,1.0416,0.4428,-1.5646,1.931
42.867000,1.1076,0.4564,-1.1604,1.668
42.872000,0.9330,0.5808,-0.6179,1.261
42.877000,0.4610,0.7560,-0.0471,0.887
42.882000,-0.3166,0.7765,0.5514,1.004
42.887000,-1.1722,0.6139,0.9909,1.653
42.892000,-1.7928,0.3773,1.2785,2.234
42.896000,-2.1599,0.2881,1.5051,2.648
42.902000,-2.3697,0.3392,1.5271,2.839
42.908000,-2.5545,0.4264,1.4185,2.953
42.912000,-2.6777,0.4445,1.3847,3.047
42.919000,-2.7153,0.5469,1.4580,3.130
42.934000,-2.5875,0.8218,1.6475,3.176
42.934000,-2.2680,1.3062,1.9573,3.268
42.935000,-1.8558,1.8799,2.3669,3.547
42.940000,-1.4456,2.2893,2.8021,3.896
42.941000,-1.0322,2.3743,3.0884,4.030
42.946000,-0.7235,2.1757,3.0286,3.799
42.952000,-0.3925,1.9259,2.6940,3.335
42.957000,-0.0134,1.7122,2.0309,2.656
42.962000,0.4295,1.4666,1.4461,2.104
42.966000,0.7705,1.1463,0.8650,1.630
42.971000,0.9831,0.6568,0.5987,1.325
42.977000,1.0496,0.0558,0.6742,1.249
42.981000,0.9656,-0.3445,0.9562,1.402
42.987000,0.8608,-0.4633,1.3610,1.676
42.991000,0.6458,-0.4718,1.8311,1.998
42.996000,0.3787,-0.4229,2.2546,2.325
43.000000,0.0647,-0.3729,2.5614,2.589
43.006000,-0.2332,-0.3804,2.6981,2.735
43.010000,-0.4698,-0.4117,2.6538,2.726
43.015000,-0.6290,-0.2814,2.4334,2.529
43.031000,-0.7121,-0.0209,2.1315,2.247
43.033000,-0.6976,0.1427,1.8004,1.936
43.034000,-0.6851,0.1698,1.4844,1.644
43.037000,-0.7327,0.0344,0.9834,1.227
43.071000,-0.7615,-0.1689,0.5828,0.974
43.071000,-0.7843,-0.2201,0.2775,0.861
43.072000,-0.9017,-0.0584,-0.0275,0.904
43.072000,-0.9749,0.1055,-0.2665,1.016
43.072000,-0.9787,0.0026,-0.4888,1.094
43.073000,-0.9036,-0.2388,-0.7124,1.175
43.073000,-0.7569,-0.3711,-0.8659,1.208
43.075000,-0.5103,-0.2939,-0.8320,1.019
43.081000,-0.2439,-0.0997,-0.7926,0.835
43.085000,-0.1130,0.0776,-0.7535,0.766
43.090000,-0.1017,0.1674,-0.7063,0.733
43.095000,-0.0861,0.3300,-0.6019,0.692
43.100000,0.0235,0.5188,-0.5288,0.741
43.108000,0.0655,0.6644,-0.4067,0.782
43.110000,0.0400,0.6976,-0.3421,0.778
43.114000,-0.0195,0.5921,-0.3062,0.667
43.120000,-0.1055,0.4353,-0.3516,0.569
43.134000,-0.1299,0.2705,-0.3960,0.497
43.135000,-0.0888,0.2279,-0.3399,0.419
43.135000,-0.0302,0.2332,-0.3078,0.387
43.139000,-0.0698,0.1919,-0.2696,0.338
43.144000,-0.1406,0.1196,-0.1692,0.250
43.149000,-0.2403,0.0629,-0.0953,0.266
43.153000,-0.3629,0.0303,0.0492,0.367
43.159000,-0.4330,0.0408,0.1349,0.455
43.164000,-0.4349,0.0262,0.1574,0.463
43.169000,-0.2803,-0.0230,0.1443,0.316
43.174000,-0.0708,-0.0542,0.0536,0.104
43.178000,0.0859,-0.0854,-0.0976,0.156
43.183000,0.2903,-0.1046,-0.1564,0.346
43.189000,0.4851,-0.0915,-0.1398,0.513
43.194000,0.6186,-0.0880,-0.1400,0.640
43.198000,0.6732,-0.0499,-0.1739,0.697
43.204000,0.7053,-0.0357,-0.1169,0.716
43.208000,0.7520,0.0202,-0.0982,0.759
43.213000,0.7285,0.0139,-0.0749,0.732
43.218000,0.6982,-0.0475,-0.0359,0.701
43.224000,0.7544,-0.1279,-0.1333,0.777
43.229000,0.8333,-0.1748,-0.2019,0.875
43.233000,0.8765,-0.2026,-0.1786,0.917
43.241000,0.9008,-0.1813,-0.1809,0.936
43.243000,0.7712,-0.0896,-0.1318,0.788
43.248000,0.6290,-0.0112,-0.1116,0.639
43.261000,0.4371,0.0863,-0.0543,0.449
43.262000,0.3460,0.1417,0.0029,0.374
43.267000,0.2349,0.0548,0.0770,0.253
43.268000,0.1885,-0.1181,0.0458,0.227
43.290000,0.1504,-0.2238,-0.0536,0.275
43.291000,0.0504,-0.1979,-0.1124,0.233
43.291000,-0.1031,-0.0190,-0.1389,0.174
43.292000,-0.3223,0.1178,-0.1570,0.377
43.292000,-0.3967,0.1338,-0.1451,0.443
43.298000,-0.4844,0.0876,-0.0650,0.497
43.303000,-0.6164,0.0331,0.0329,0.618
43.307000,-0.7389,0.0218,0.1069,0.747
43.313000,-0.7956,0.0093,0.1702,0.814
43.318000,-0.8201,0.0590,0.2310,0.854
43.322000,-0.8388,0.0801,0.2237,0.872
43.327000,-0.7609,0.0664,0.2273,0.797
43.332000,-0.6991,0.0241,0.1808,0.722
43.338000,-0.5705,0.0059,0.0890,0.577
43.341000,-0.4914,0.0092,0.0356,0.493
43.346000,-0.3971,0.0771,-0.0344,0.406
43.351000,-0.3425,0.0564,-0.0602,0.352
43.357000,-0.2692,0.0430,-0.1027,0.291
43.366000,-0.2582,0.0369,-0.2085,0.334
43.366000,-0.2521,0.0618,-0.3047,0.400
43.384000,-0.1897,0.0878,-0.2646,0.337
43.384000,-0.0688,0.0553,-0.3119,0.324
43.385000,0.0067,0.0275,-0.4610,0.462
43.386000,-0.0052,0.0225,-0.4449,0.446
43.391000,-0.0481,0.0629,-0.3478,0.357
43.396000,-0.0863,0.0997,-0.3586,0.382
43.402000,-0.1100,0.0994,-0.3014,0.336
43.406000,-0.2139,0.1146,-0.2339,0.337
43.410000,-0.3440,0.1154,-0.1284,0.385
43.416000,-0.5408,0.1091,-0.1308,0.567
43.421000,-0.7480,0.1063,-0.1871,0.778
43.426000,-0.8188,0.1167,-0.2126,0.854
43.430000,-0.6865,0.0912,-0.2455,0.735
43.435000,-0.4530,0.0670,-0.3490,0.576
43.441000,-0.2268,-0.0828,-0.5052,0.560
43.445000,0.0457,-0.1559,-0.5861,0.608
43.450000,0.3549,-0.1643,-0.5775,0.697
43.457000,0.7272,-0.1942,-0.5394,0.926
43.461000,1.1041,-0.1596,-0.5256,1.233
43.465000,1.3470,-0.1790,-0.4463,1.430
43.479000,1.3820,-0.1851,-0.3565,1.439
43.480000,1.2845,-0.1136,-0.2718,1.318
43.480000,1.0844,0.0032,-0.0740,1.087
43.484000,0.8665,0.0947,0.1236,0.880
43.489000,0.6645,0.0643,0.3199,0.740
43.494000,0.4723,-0.0463,0.4733,0.670
43.500000,0.3273,-0.1208,0.4905,0.602
43.504000,0.2531,-0.0972,0.5441,0.608
43.510000,0.2258,-0.0891,0.6234,0.669
43.514000,0.2907,-0.0954,0.6040,0.677
43.519000,0.3996,-0.1554,0.5443,0.693
43.525000,0.4630,-0.1269,0.5294,0.715
43.529000,0.4153,0.0283,0.3977,0.576
43.534000,0.2806,0.1619,0.3189,0.455
43.539000,0.1555,0.2606,0.3875,0.492
43.544000,-0.0674,0.1787,0.3955,0.439
43.549000,-0.3402,0.0777,0.3127,0.469
43.554000,-0.4574,-0.0302,0.2793,0.537
43.559000,-0.4349,-0.1009,0.2486,0.511
43.564000,-0.4330,-0.0698,0.0901,0.448
43.569000,-0.3737,-0.0412,-0.0239,0.377
43.574000,-0.1807,-0.0365,-0.0971,0.208
43.579000,0.0358,-0.0712,-0.2013,0.216
43.584000,0.1851,-0.1059,-0.2887,0.359
43.598000,0.1811,-0.0963,-0.2687,0.338
43.599000,0.0983,-0.1059,-0.2034,0.250
43.599000,-0.0526,-0.0736,-0.1684,0.191
43.624000,-0.1413,-0.0557,-0.0715,0.168
43.625000,-0.2241,-0.0247,0.0120,0.226
43.625000,-0.3224,0.0123,0.0630,0.329
43.625000,-0.4050,0.0337,0.0758,0.413
43.625000,-0.4709,-0.0011,0.0516,0.474
43.629000,-0.4233,-0.0071,0.1255,0.442
43.634000,-0.3567,0.0359,0.0787,0.367
43.638000,-0.3083,0.1052,0.0786,0.335
43.643000,-0.2302,0.1600,0.0822,0.292
43.649000,-0.0327,0.1288,0.0322,0.137
43.652000,0.2245,-0.0005,-0.1122,0.251
43.658000,0.5807,-0.1416,-0.2707,0.656
43.662000,0.9201,-0.1629,-0.3621,1.002
43.668000,1.1325,-0.1317,-0.3926,1.206
43.673000,1.2837,-0.1674,-0.3632,1.345
43.677000,1.2913,-0.1959,-0.3433,1.350
43.682000,1.1402,-0.2065,-0.2099,1.178
43.691000,0.9020,-0.1513,-0.0276,0.915
43.693000,0.5482,-0.0949,0.1235,0.570
43.697000,0.1459,-0.0506,0.3905,0.420
43.702000,-0.2906,0.0152,0.5929,0.660
43.712000,-0.7004,0.0415,0.7916,1.058
43.713000,-1.0263,0.0667,0.9045,1.370
43.717000,-1.2554,0.0560,0.9950,1.603
43.722000,-1.3448,0.0143,1.0753,1.722
43.727000,-1.2539,-0.0308,1.0555,1.639
43.732000,-1.0462,-0.0937,0.9383,1.408
43.737000,-0.7529,-0.1373,0.7979,1.106
43.742000,-0.4265,-0.0589,0.5515,0.700
43.747000,-0.1869,0.0063,0.3896,0.432
43.751000,-0.0147,0.0237,0.2974,0.299
43.757000,0.1233,-0.0103,0.2523,0.281
43.761000,0.1698,-0.0681,0.1693,0.249
43.767000,0.0400,-0.1401,0.1091,0.182
43.773000,-0.2405,-0.0518,0.0587,0.253
43.776000,-0.5842,0.0986,0.0236,0.593
43.781000,-0.7852,0.1795,-0.0018,0.805
43.786000,-0.7522,0.2220,-0.1155,0.793
43.792000,-0.6188,0.1653,-0.3117,0.712
43.796000,-0.4270,0.0800,-0.5055,0.667
43.801000,-0.1543,0.0270,-0.7270,0.744
43.808000,0.1801,-0.0044,-0.8073,0.827
43.815000,0.5033,-0.0788,-0.8237,0.968
43.817000,0.6518,-0.1221,-0.8799,1.102
43.834000,0.6488,-0.0769,-0.9426,1.147
43.835000,0.5613,0.0410,-0.9760,1.127
43.835000,0.4286,0.1527,-1.0555,1.149
43.835000,0.2863,0.1423,-1.0458,1.094
43.841000,0.2220,0.0553,-1.0953,1.119
43.846000,0.2031,0.0246,-1.0988,1.118
43.851000,0.2035,0.0560,-1.0814,1.102
43.856000,0.2149,0.0729,-1.1244,1.147
